scenario_id,pool,topology,conflict_edge_count,relation,old_full_success,old_collision,old_unresolved,old_timeout,old_steps,old_interaction_share,old_interaction_segments,old_mean_linear,old_mean_abs_angular,old_mean_progress,old_mean_nearest,old_high_speed_close_rate,old_negative_progress_rate,old_stagnant_rate,old_multi_local_rate,old_max_concurrent_interaction,ie2_full_success,ie2_collision,ie2_unresolved,ie2_timeout,ie2_steps,ie2_interaction_share,ie2_interaction_segments,ie2_mean_linear,ie2_mean_abs_angular,ie2_mean_progress,ie2_mean_nearest,ie2_high_speed_close_rate,ie2_negative_progress_rate,ie2_stagnant_rate,ie2_multi_local_rate,ie2_max_concurrent_interaction
standard-20260717006934-0ef2e94e6647,standard,zero,0,tied,1,0,0,0,24,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,40,0.0,0,,,,,0.0,0.0,0.0,0.0,0
dense-20260718008474-2820a4433a10,dense,edge1,1,tied,1,0,0,0,27,0.11666666666666667,1,0.030807111944471086,0.8003649285861424,0.004715386381346847,2.0928771826067156,0.0,0.5714285714285714,0.7142857142857143,0.2857142857142857,1,1,0,0,0,23,0.058823529411764705,1,0.05798150102297465,0.7129415969053904,0.00760860985050497,1.167331069027627,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1
standard-20260717006248-8b56d502ce3d,standard,zero,0,tied,1,0,0,0,18,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,16,0.0,0,,,,,0.0,0.0,0.0,0.0,0
standard-20260717006584-f2f56bb080f5,standard,edge1,1,tied,1,0,0,0,21,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,18,0.0,0,,,,,0.0,0.0,0.0,0.0,0
standard-20260717006321-9ed7dce40aef,standard,zero,0,tied,1,0,0,0,22,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,21,0.0,0,,,,,0.0,0.0,0.0,0.0,0
dense-20260718008967-41672fa0ef1b,dense,multi,3,tied,0,1,0,0,10,0.0,0,,,,,0.0,0.0,0.0,0.0,0,0,2,0,0,10,0.0,0,,,,,0.0,0.0,0.0,0.0,0
dense-20260718008953-bfb89e8891bd,dense,multi,3,ie2_degraded,1,0,0,0,63,0.4772727272727273,4,0.032781512491286746,0.8843725766055286,0.002397356898868043,1.1702756799707157,0.0,0.3968253968253968,0.9206349206349206,0.23809523809523808,2,0,0,2,1,300,0.8903225806451613,28,0.009968955987605495,0.5467009294079617,0.00011615039033581927,0.8379725361114327,0.005434782608695652,0.4746376811594203,0.980072463768116,0.0,2
dense-20260718009088-a8f337fee7e4,dense,multi,3,ie2_improved,0,1,0,0,24,0.10526315789473684,1,0.1639036238193512,0.9608880778153738,0.007240401336274201,0.866348899077507,0.0,0.0,0.6666666666666666,0.16666666666666666,1,1,0,0,0,82,0.48535564853556484,13,0.12355145981438972,0.7479064168793887,0.004408294438891698,0.8415514123239649,0.08620689655172414,0.47413793103448276,0.8017241379310345,0.9913793103448276,3
standard-20260717006609-53823205fb55,standard,edge1,1,tied,1,0,0,0,17,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,26,0.0,0,,,,,0.0,0.0,0.0,0.0,0
standard-20260717006788-679e7ea561c4,standard,zero,0,tied,0,0,1,1,300,0.0,0,,,,,0.0,0.0,0.0,0.0,0,0,0,1,1,300,0.0,0,,,,,0.0,0.0,0.0,0.0,0
dense-20260718008264-e379f756184b,dense,multi,3,ie2_degraded,1,0,0,0,42,0.08247422680412371,1,0.12433184310793877,0.9486528486013412,0.005680723669694715,1.0445214623697132,0.125,0.0,0.75,0.0,1,0,0,1,1,300,0.8171091445427728,14,0.00011932021444024592,0.6782036676417889,0.00010255598391624267,0.8771308593618635,0.0,0.5595667870036101,0.9891696750902527,0.0,1
standard-20260717006251-db22912ef43c,standard,zero,0,tied,1,0,0,0,41,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,32,0.046153846153846156,1,0.34322277704874676,0.43343596657117206,0.012489930244521238,1.920746855387975,0.0,0.0,0.3333333333333333,0.0,1
standard-20260717006980-d62c7937eb62,standard,zero,0,tied,1,0,0,0,18,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,18,0.0,0,,,,,0.0,0.0,0.0,0.0,0
dense-20260718009056-e613f65f172c,dense,multi,3,tied,1,0,0,0,25,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,28,0.047619047619047616,1,0.6536814570426941,0.6756361325581869,0.04319649141010218,1.210108215078273,0.0,0.3333333333333333,0.3333333333333333,0.0,1
standard-20260717006772-6425d6d34f84,standard,zero,0,ie2_improved,0,1,0,0,12,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,16,0.0,0,,,,,0.0,0.0,0.0,0.0,0
standard-20260717007097-f43774958a19,standard,zero,0,tied,1,0,0,0,36,0.10227272727272728,1,4.61737314860026e-05,0.9345879289839003,-0.000494222135295794,1.6795974512981136,0.0,0.5555555555555556,1.0,0.0,1,1,0,0,0,30,0.03571428571428571,1,0.33389395475387573,0.7855908572673798,0.016603073267501506,1.4717466829526542,0.0,0.0,0.0,0.0,1
dense-20260718008943-8b0c553cd8a2,dense,zero,0,tied,1,0,0,0,12,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,11,0.0,0,,,,,0.0,0.0,0.0,0.0,0
standard-20260717006590-ec657dafcc0d,standard,edge1,1,tied,0,1,0,0,11,0.0,0,,,,,0.0,0.0,0.0,0.0,0,0,0,1,1,300,0.8253012048192772,14,0.0008718112524408494,0.448694075940408,-9.223571599582966e-05,,0.0,0.5766423357664233,0.9963503649635036,0.0,1
standard-20260717007090-4502408f70d7,standard,zero,0,tied,1,0,0,0,19,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,23,0.0,0,,,,,0.0,0.0,0.0,0.0,0
dense-20260718008387-83051dd35b1d,dense,multi,4,tied,0,2,1,1,300,0.7840236686390533,14,3.0235187062677347e-05,0.9189323488130884,-0.00011730850219908884,,0.0,0.4981132075471698,0.9358490566037736,0.0,1,0,2,0,0,32,0.04285714285714286,1,0.06689000129699707,0.7376880447069804,0.009378660450683288,,0.0,0.0,0.0,0.0,1
standard-20260717006327-ba8bcb5fe8d4,standard,zero,0,tied,1,0,0,0,13,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,14,0.0,0,,,,,0.0,0.0,0.0,0.0,0
standard-20260717006715-080ebeacb67c,standard,zero,0,tied,1,0,0,0,13,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,14,0.0,0,,,,,0.0,0.0,0.0,0.0,0
standard-20260717006578-e17b52b3017b,standard,zero,0,tied,1,0,0,0,30,0.03896103896103896,1,0.9999985297520956,0.9999914964040121,0.09797403384875047,2.178772678594099,0.0,0.0,0.0,0.0,1,1,0,0,0,41,0.029411764705882353,1,0.1581021547317505,0.22083411614100137,0.022484693847319843,2.2303119665896856,0.0,0.0,0.0,0.0,1
dense-20260718008628-6f510cf9de34,dense,edge1,1,tied,0,2,0,0,106,0.6681614349775785,9,0.008766127012720044,0.8780795492906899,-0.0003604698489591391,0.8091930882090986,0.006711409395973154,0.47651006711409394,0.9395973154362416,0.0,2,0,1,0,0,31,0.12790697674418605,2,0.23427317630160938,0.7408196946436708,0.016522366059418328,0.702190336812916,0.2727272727272727,0.36363636363636365,0.6363636363636364,0.0,1
standard-20260717006579-34c5d8999685,standard,zero,0,tied,1,0,0,0,40,0.1326530612244898,1,0.07688122758498558,0.9976847997078528,-0.005448370204795409,4.649630106229124,0.0,0.9230769230769231,0.9230769230769231,0.0,1,1,0,0,0,47,0.10638297872340426,2,0.33021704852581024,0.9999917685985565,-0.019238120821505666,4.607817557167296,0.0,0.6,0.7,0.0,1
dense-20260718009059-89dc85a91dfa,dense,multi,3,tied,0,2,0,0,7,0.0,0,,,,,0.0,0.0,0.0,0.0,0,0,1,0,0,95,0.4327485380116959,9,0.28847159175957376,0.9219628007629433,-0.011159654243836414,1.154088886296627,0.013513513513513514,0.527027027027027,0.7567567567567568,0.0,2
dense-20260718009269-a1cc3c274349,dense,multi,4,tied,1,0,0,0,32,0.12844036697247707,4,0.5778228172234127,0.9983374263559069,0.05272419632226156,1.0068342998465423,0.2857142857142857,0.2857142857142857,0.2857142857142857,1.0,2,1,0,0,0,32,0.10743801652892562,4,0.15597195694079766,0.8807266446260306,0.014586143132562483,0.9950324763636075,0.15384615384615385,0.3076923076923077,0.38461538461538464,0.7692307692307693,2
dense-20260718008520-c02550e21da9,dense,zero,0,tied,1,0,0,0,17,0.05555555555555555,1,0.7574465138216814,0.9999994436899821,0.09658073661913512,,0.0,0.0,0.0,0.0,1,1,0,0,0,20,0.0,0,,,,,0.0,0.0,0.0,0.0,0
standard-20260717006564-36f1982d1c77,standard,edge1,1,tied,0,1,0,0,33,0.0,0,,,,,0.0,0.0,0.0,0.0,0,0,3,0,0,68,0.26717557251908397,4,0.22713708978678498,0.9152152614934104,-0.025542180085614284,,0.0,0.6857142857142857,0.9142857142857143,0.0,1
standard-20260717006834-87db8e51616f,standard,zero,0,tied,1,0,0,0,15,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,19,0.0,0,,,,,0.0,0.0,0.0,0.0,0
standard-20260717006652-e69f7d0aadca,standard,zero,0,tied,1,0,0,0,24,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,21,0.0,0,,,,,0.0,0.0,0.0,0.0,0
dense-20260718009026-2691c66d60ce,dense,multi,3,ie2_degraded,1,0,0,0,28,0.0821917808219178,2,0.2472189540664355,0.9912442167599996,0.022825937417276527,0.7399477214062379,0.0,0.16666666666666666,0.3333333333333333,0.8333333333333334,1,0,1,0,0,14,0.058823529411764705,1,0.3194812734921773,0.9119447072347006,0.04305046900995609,0.7598223259469318,0.3333333333333333,0.0,0.0,1.0,1
standard-20260717006969-7008a22b9526,standard,edge1,1,ie2_degraded,1,0,0,0,22,0.0,0,,,,,0.0,0.0,0.0,0.0,0,0,1,0,0,24,0.0,0,,,,,0.0,0.0,0.0,0.0,0
dense-20260718009006-9ad8097a40ac,dense,multi,4,ie2_degraded,1,0,0,0,116,0.25136612021857924,5,0.07972147056589955,0.9671199613291285,0.004555887217481397,1.3546343774994456,0.0,0.32608695652173914,0.8478260869565217,0.08695652173913043,2,0,1,0,0,26,0.0759493670886076,2,0.66817740102609,0.9469006955623627,0.06117580879239034,0.6773685781936942,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,1
standard-20260717006324-4ed8e4961ced,standard,zero,0,tied,1,0,0,0,9,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,11,0.0,0,,,,,0.0,0.0,0.0,0.0,0
standard-20260717006440-3da760283004,standard,zero,0,tied,1,0,0,0,13,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,13,0.0,0,,,,,0.0,0.0,0.0,0.0,0
dense-20260718008853-cd3061240ea3,dense,edge1,1,tied,1,0,0,0,12,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,18,0.0,0,,,,,0.0,0.0,0.0,0.0,0
dense-20260718008373-f0de0a37adec,dense,multi,3,ie2_degraded,1,0,0,0,31,0.043478260869565216,1,0.7866656283537546,0.9974592526753744,0.0661045659390908,,0.0,0.0,0.0,0.0,1,0,0,1,1,300,0.09668508287292818,3,0.003915975775037493,0.1864566088221701,0.0006581929076075688,0.8997168278294756,0.0,0.34285714285714286,0.9142857142857143,0.0,1
standard-20260717006996-8ade791269ee,standard,zero,0,tied,1,0,0,0,9,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,11,0.0,0,,,,,0.0,0.0,0.0,0.0,0
dense-20260718008584-462d8fe08c02,dense,multi,3,ie2_degraded,1,0,0,0,27,0.0,0,,,,,0.0,0.0,0.0,0.0,0,0,1,0,0,20,0.046153846153846156,1,0.32441772023836773,0.636119415362676,0.028500279398899875,0.8164840223738766,0.3333333333333333,0.0,0.0,1.0,1
standard-20260717006438-b50a7a5fde19,standard,zero,0,tied,1,0,0,0,14,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,13,0.0,0,,,,,0.0,0.0,0.0,0.0,0
dense-20260718009100-d654906a6c5c,dense,multi,4,ie2_degraded,1,0,0,0,30,0.07766990291262135,2,0.43725890418863855,0.867123443633318,0.035430662925622025,1.2722037489181035,0.0,0.5,0.5,0.625,2,0,2,1,1,300,0.6470588235294118,17,0.011074095080963707,0.8724760759912666,0.0007817261950550533,0.9099188172859919,0.0,0.4901185770750988,0.9090909090909091,0.0,1
standard-20260717006828-c5520a68b10a,standard,zero,0,tied,1,0,0,0,38,0.03333333333333333,1,0.9998705486456553,0.9981696009635925,0.07222007597205853,1.7331676167668741,0.0,0.0,0.0,0.0,1,1,0,0,0,25,0.0,0,,,,,0.0,0.0,0.0,0.0,0
standard-20260717006945-7cb2063d0197,standard,multi,2,tied,1,0,0,0,32,0.026785714285714284,1,0.9605865875879923,0.9882959922154745,0.07793744453057272,0.7382686555590776,0.3333333333333333,0.0,0.0,0.3333333333333333,1,1,0,0,0,33,0.031914893617021274,1,0.20346583550175032,0.5820857832829157,0.019791913533201273,0.8350190428163652,0.0,0.0,0.3333333333333333,0.6666666666666666,1
dense-20260718009195-0fe728db2b70,dense,edge1,1,tied,1,0,0,0,24,0.057971014492753624,1,0.25043879449367523,0.9922856837511063,0.012577134543320795,0.831411964901377,0.25,0.25,0.5,0.0,1,1,0,0,0,16,0.0625,1,0.45987064639727276,0.4223799792428811,0.03724872262719418,0.7244357080139954,0.0,0.0,0.3333333333333333,0.0,1
dense-20260718008844-6a4d4c9d3432,dense,edge1,1,tied,1,0,0,0,21,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,17,0.0,0,,,,,0.0,0.0,0.0,0.0,0
standard-20260717006824-1d6bfde3696b,standard,multi,2,tied,1,0,0,0,31,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,20,0.0,0,,,,,0.0,0.0,0.0,0.0,0
dense-20260718008963-4a471efb701b,dense,multi,2,tied,1,0,0,0,16,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,32,0.04838709677419355,1,0.3184674282868703,0.7182212422291437,0.009792496643100371,,0.0,0.6666666666666666,0.6666666666666666,0.0,1
standard-20260717006887-be7f7f1a94d9,standard,zero,0,tied,1,0,0,0,21,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,26,0.0,0,,,,,0.0,0.0,0.0,0.0,0
standard-20260717007088-033b1657f29f,standard,edge1,1,tied,1,0,0,0,20,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,16,0.0,0,,,,,0.0,0.0,0.0,0.0,0
dense-20260718008269-a9e0091618d0,dense,zero,0,tied,1,0,0,0,24,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,12,0.0,0,,,,,0.0,0.0,0.0,0.0,0
dense-20260718008619-8e9ef62ae0d0,dense,multi,3,ie2_degraded,1,0,0,0,47,0.23129251700680273,4,0.17838350201354308,0.9396108844700981,0.010541507338859543,1.091155257276599,0.14705882352941177,0.3235294117647059,0.6470588235294118,0.5882352941176471,2,0,2,0,0,22,0.0,0,,,,,0.0,0.0,0.0,0.0,0
dense-20260718008720-d970733fd730,dense,multi,5,ie2_degraded,1,0,0,0,31,0.05194805194805195,1,0.4999922141432762,0.9851674735546112,0.007256705478540626,0.6893740646931364,0.25,0.5,0.5,0.75,1,0,1,0,0,18,0.03508771929824561,1,0.003291010856628418,0.9854610562324524,-0.00027545905858750164,0.6530015085007403,0.0,0.5,1.0,1.0,1
dense-20260718008770-bb411710815f,dense,multi,3,tied,0,2,0,0,10,0.0,0,,,,,0.0,0.0,0.0,0.0,0,0,2,0,0,14,0.0,0,,,,,0.0,0.0,0.0,0.0,0
dense-20260718008825-271a6cf36173,dense,edge1,1,tied,1,0,0,0,45,0.21686746987951808,2,0.10837754276063707,0.9999829630057017,-0.002690337491694191,,0.0,0.6666666666666666,0.8888888888888888,0.0,1,1,0,0,0,39,0.23943661971830985,1,0.28381475806236267,1.0,-0.004612940380233514,,0.0,0.47058823529411764,0.8235294117647058,0.0,1
dense-20260718009149-779b4acf72aa,dense,multi,3,ie2_degraded,1,0,0,0,34,0.033707865168539325,1,0.6955828666687012,0.9999896287918091,0.05656774548019361,1.3976594373545133,0.0,0.0,0.0,1.0,1,0,3,0,0,34,0.1388888888888889,3,0.4750337675213814,0.7233135610818863,0.010925504247075946,0.7143879820093518,0.1,0.1,0.3,0.0,1
standard-20260717006583-a45fa2d13895,standard,edge1,1,ie2_degraded,1,0,0,0,31,0.04285714285714286,1,0.6722559134165446,0.9996186892191569,0.028160245791161238,3.062311900968494,0.0,0.0,0.3333333333333333,0.0,1,0,1,0,0,30,0.04225352112676056,1,0.3129154443740845,0.8572207887967428,0.015175300830876518,0.6338193395486643,0.0,0.0,0.3333333333333333,0.0,1
standard-20260717006517-ffa6d3b0fb1f,standard,edge1,1,tied,1,0,0,0,18,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,19,0.0,0,,,,,0.0,0.0,0.0,0.0,0
standard-20260717006407-457651261137,standard,multi,2,ie2_degraded,1,0,0,0,71,0.1875,2,0.04296646142999331,0.8270164603988329,0.0007432679964073005,1.1812428384238178,0.0,0.6666666666666666,0.9166666666666666,0.08333333333333333,1,0,1,0,0,26,0.05194805194805195,1,0.04674778878688812,0.3821547720581293,0.007529160333124951,1.0353650017107587,0.0,0.0,0.0,1.0,1
dense-20260718008303-8dc4b10f5951,dense,multi,2,tied,0,1,0,0,18,0.03389830508474576,1,8.344650268554688e-06,1.0,0.0007826430391338901,0.6479679722750438,0.0,0.5,1.0,1.0,1,0,2,0,0,45,0.0375,1,0.9998766581217448,1.0,-0.11009107414813861,,0.0,1.0,1.0,0.0,1
dense-20260718008956-23b63793de30,dense,edge1,1,tied,1,0,0,0,19,0.046875,1,0.3355860809485118,0.628021682302157,0.013091630380908473,1.820461671332529,0.0,0.0,0.3333333333333333,0.3333333333333333,1,1,0,0,0,17,0.0,0,,,,,0.0,0.0,0.0,0.0,0
dense-20260718008325-2a0732bcdbd8,dense,multi,3,tied,1,0,0,0,69,0.038834951456310676,1,0.26657286286354065,1.0,0.01471399813409996,0.9642160081356983,0.0,0.0,0.25,0.0,1,1,0,0,0,43,0.23711340206185566,2,0.2281856990378836,0.9822420477867126,-0.01856620634716086,0.7535231521034462,0.13043478260869565,0.7391304347826086,0.9130434782608695,0.30434782608695654,2
dense-20260718009239-ef66bec842b1,dense,edge1,1,tied,0,1,0,0,9,0.0,0,,,,,0.0,0.0,0.0,0.0,0,0,2,0,0,11,0.0,0,,,,,0.0,0.0,0.0,0.0,0
standard-20260717006776-174c53dac4af,standard,edge1,1,tied,1,0,0,0,22,0.04,1,0.01567460099856059,0.99613356590271,0.004437017221853227,0.8307506591671299,0.0,0.0,0.0,0.0,1,1,0,0,0,22,0.0375,1,0.7056784629821777,0.9994300802548727,0.035648593415503825,0.7961323564631785,0.3333333333333333,0.0,0.0,0.0,1
standard-20260717006450-bbc6dcdd3309,standard,edge1,1,tied,1,0,0,0,13,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,17,0.0,0,,,,,0.0,0.0,0.0,0.0,0
standard-20260717007030-b3cc3ab71657,standard,zero,0,tied,1,0,0,0,16,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,15,0.0,0,,,,,0.0,0.0,0.0,0.0,0
dense-20260718008336-1a6505fe1192,dense,edge1,1,tied,1,0,0,0,14,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,13,0.0,0,,,,,0.0,0.0,0.0,0.0,0
dense-20260718008318-e4a06e51d816,dense,edge1,1,tied,1,0,0,0,19,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,18,0.0,0,,,,,0.0,0.0,0.0,0.0,0
standard-20260717006476-2aedf9d5a159,standard,edge1,1,ie2_improved,0,1,0,0,13,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,15,0.0,0,,,,,0.0,0.0,0.0,0.0,0
dense-20260718009333-38e4ac2b5b23,dense,multi,3,tied,0,3,0,0,258,0.8235294117647058,26,0.0074907629327340556,0.9196805490656591,0.00018205167690561746,0.7120306522853713,0.006493506493506494,0.5692640692640693,0.9653679653679653,0.07792207792207792,3,0,2,0,0,66,0.22772277227722773,6,0.3357717854821164,0.8025061915750089,0.012225442646706455,0.983941435139452,0.043478260869565216,0.08695652173913043,0.30434782608695654,0.08695652173913043,1
dense-20260718009349-6b75be3931d6,dense,multi,4,tied,0,1,0,0,58,0.2978723404255319,2,0.03569388389587402,0.9028832305754934,0.0011778344852822714,,0.0,0.42857142857142855,0.9285714285714286,0.0,1,0,2,1,1,300,0.78,15,0.0002495346270201407,0.7637806836815871,-0.00028188621841306055,1.0001384467100844,0.0,0.663003663003663,0.989010989010989,0.02564102564102564,1
dense-20260718008523-e6500698fd1c,dense,edge1,1,ie2_improved,0,2,0,0,23,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,63,0.31875,6,0.09749685388569738,0.8194694746943081,0.0023656281212896,0.7110898728280463,0.0196078431372549,0.43137254901960786,0.7450980392156863,0.23529411764705882,2
standard-20260717006918-b0115f777111,standard,zero,0,tied,1,0,0,0,53,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,17,0.0,0,,,,,0.0,0.0,0.0,0.0,0
dense-20260718008302-2d4972325616,dense,edge1,1,tied,0,1,0,0,9,0.0,0,,,,,0.0,0.0,0.0,0.0,0,0,1,0,0,10,0.0,0,,,,,0.0,0.0,0.0,0.0,0
standard-20260717006588-2a31d14c758a,standard,edge1,1,tied,1,0,0,0,33,0.24193548387096775,1,0.01213008960088094,0.8865915546814601,0.0005708017866160412,,0.0,0.4,0.9333333333333333,0.0,1,1,0,0,0,12,0.0,0,,,,,0.0,0.0,0.0,0.0,0
standard-20260717006319-920c270e24f0,standard,multi,2,tied,1,0,0,0,18,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,23,0.0,0,,,,,0.0,0.0,0.0,0.0,0
dense-20260718008564-5ea3f677f504,dense,multi,4,ie2_improved,0,2,0,0,19,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,20,0.039473684210526314,1,0.28593043486277264,0.8564038475354513,0.029598667287194697,0.7693957754767246,0.3333333333333333,0.0,0.3333333333333333,1.0,1
standard-20260717006618-dafb8f31a520,standard,edge1,1,tied,0,1,0,0,28,0.0,0,,,,,0.0,0.0,0.0,0.0,0,0,1,0,0,10,0.0,0,,,,,0.0,0.0,0.0,0.0,0
standard-20260717006849-5c6668003fd6,standard,zero,0,tied,1,0,0,0,17,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,40,0.13157894736842105,1,0.0037189185619354247,0.9999996542930603,-0.008108095635454438,,0.0,0.5,1.0,0.0,1
standard-20260717006901-879b643b73d5,standard,zero,0,tied,1,0,0,0,16,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,15,0.0,0,,,,,0.0,0.0,0.0,0.0,0
standard-20260717007028-c5c3f54193ac,standard,zero,0,tied,1,0,0,0,8,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,9,0.0,0,,,,,0.0,0.0,0.0,0.0,0
dense-20260718008435-e3afbd232a85,dense,multi,2,tied,1,0,0,0,17,0.0,0,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,14,0.0,0,,,,,0.0,0.0,0.0,0.0,0
dense-20260718009268-8e53efb84d71,dense,multi,4,ie2_improved,0,1,0,0,23,0.04,1,0.6666660408178965,0.9999164938926697,0.055699563585544766,,0.0,0.0,0.3333333333333333,1.0,1,1,0,0,0,74,0.23776223776223776,5,0.08048673850648544,0.3934138751698329,0.00821888299287406,1.1116787580820813,0.0,0.029411764705882353,0.7058823529411765,0.0,1
standard-20260717007091-d7058f44f425,standard,edge1,1,ie2_degraded,1,0,0,0,71,0.18699186991869918,2,0.08857753743296085,0.9999999844509623,-0.0008996832335732949,0.8355783196420966,0.0,0.5652173913043478,0.8260869565217391,0.0,1,0,2,0,0,19,0.029411764705882353,1,0.9995987266302109,0.9846696555614471,0.026394183451442843,0.5247041821792001,1.0,0.0,0.0,1.0,1
